"UniDiveNum","Squid","DepthOMZ","Temp25m","UIwin","NOI","DayL","Strat","LatN","Hake","Loligo","Myct","SqMonth","SqYear","Distkm","ROV_ID","SquidCount","Effort","PDO","NPGO","LonW","DepthOLZ","tcline","tcstren","tcval","tcoxy","ocline","ocval","ocstren","octemp","date","month"
2346.1,0,543.18,10.588,2598,-2.628,12.414,33,36.709,0,0,6.119,4,2003,2.791,1,0,1.992,1.18,1.1017,-122.054,299.67,39,0.253196177144718,9.98652722623194,4.33413543406439,49,3.43700657123961,0.526889822989505,9.63073833453554,2003-03-31,4
2354.1,0,499.71,11.8285,2118,-0.762,13.327,47,36.695,0,0,91.292,5,2003,2.299,1,0,2.196,0.89,0.9193,-122.054,265.27,34,0.507434980845583,10.938494412673,5.6547847503734,41,4.74377403509998,0.795575792293824,10.1677045221013,2003-04-30,5
2355.1,0,478.96,12.538,2096,-0.762,13.363,47,36.697,0,0,17.5,5,2003,1.958,1,0,1.762,0.89,0.9193,-122.047,251.69,40,0.526953364554892,11.008119020946,5.031019854573,55,3.70805933039199,0.44003237979515,9.5791526921327,2003-04-30,5
2356.1,0,492.825,11.843,2201,-0.762,13.402,36,36.78,0.945,0,0,5,2003,0.993,1,0,1.154,0.89,0.9193,-122.03,248.52,27,0.455450814049816,11.637250729009,5.3994971949905,30,5.14908342583575,0.36730785225605,11.3240953831129,2003-04-30,5
594.2,26.601,474.06,10.573,6295,0.286,14.362,60,36.217,0,0,105.051,7,2003,35.318,2,45,1.692,0.96,1.2024,-122.534,387.18,22,0.334999842455372,10.7983613985089,4.90211852715591,22,4.90211852715591,0.365088791860587,10.7983613985089,2003-06-30,7
595.2,0.3954,493.87,13.5165,6183,0.286,14.346,38,36.234,0,0,6.083,7,2003,125.293,2,1,2.529,0.96,1.2024,-123.756,279.85,36,0.533553152524797,12.6305511008964,5.89893820642881,128,2.92182253116556,0.199495725371434,9.33135034480397,2003-06-30,7
598.2,0,501.49,10.639,5593,0.286,14.332,61,36.558,0,0,512.877,7,2003,16.075,2,0,1.113,0.96,1.2024,-122.235,160.65,30,0.160880137982582,10.4929111179253,4.32060138218488,22,4.71656529565871,0.284141477877673,10.7612741172294,2003-06-30,7
596.2,0,492.88,10.8805,6003,0.286,14.368,23,36.601,0,0,72.911,7,2003,22.729,2,0,1.496,0.96,1.2024,-122.378,220.56,47,0.294217419280811,9.94227466486478,3.89354453038824,22,5.06722029677792,0.448599177952722,11.1074523325595,2003-06-30,7
2397.1,0,509.56,10.58,5728,0.286,14.511,20,36.692,0,0,350.217,7,2003,1.193,1,0,2.358,0.96,1.2024,-122.041,227.3,22,0.250314350432583,10.9441891925048,6.05138174547875,33,5.42853990875724,0.258659290924186,10.4941570443127,2003-06-30,7
2396.1,2.459,466.73,11.416,5686,0.286,14.513,35,36.698,0,0,365.07,7,2003,2.15,1,5,2.033,0.96,1.2024,-122.049,305.82,24,0.530387748746769,11.6792888416951,6.56191866593703,32,5.78494376743109,0.439822169232075,10.7565472393848,2003-06-30,7
2394.1,0,475.745,10.372,5777,0.286,14.514,52,36.701,0,0,12.809,7,2003,2.227,1,0,1.967,0.96,1.2024,-122.046,199.34,26,0.24226541548898,10.3933225291173,4.76307972703053,49,3.68731826374262,0.945767044997676,9.7499325581857,2003-06-30,7
2398.1,0,495.35,11.183,6597,0.286,14.497,42,36.751,0,0,0,7,2003,0.81,1,0,0.817,0.96,1.2024,-122.196,192.19,37,0.256092750348153,10.5497555326404,5.95997801377077,50,4.91035226545575,0.433117998791326,9.90683825782157,2003-06-30,7
2401.1,0,530.31,10.681,6598,0.286,14.483,36,36.754,0,0,0,7,2003,0.697,1,0,1.425,0.96,1.2024,-122.205,216.09,32,0.249473169834096,10.2188326417752,5.04990910420422,34,4.86541557502004,0.399941093478285,10.1037997009404,2003-06-30,7
2402.1,0,478.86,10.37,6537,0.286,14.475,49,36.755,0,0,0,7,2003,0.656,1,0,0.721,0.96,1.2024,-122.205,256.45,40,0.177388505704082,9.87707739179084,4.64587385178585,64,3.66746870467212,0.219114257959844,9.32424196584153,2003-06-30,7
2400.1,0,488.22,10.6,6584,0.286,14.491,23,36.756,0,0,0,7,2003,0.365,1,0,1.667,0.96,1.2024,-122.196,265.175,26,0.290842255714014,10.4832754041555,5.01635317562501,26,5.01635317562501,0.455106981717944,10.4832754041555,2003-06-30,7
2403.1,0.743,527.24,11.921,5217,0.091,14.119,20,36.697,0,0,5.847,8,2003,2.183,1,2,2.692,0.88,0.7823,-122.051,334.415,22,0.499562724836374,12.0526485375889,6.61814338976557,190,2.22636388953826,0.238713632030302,8.72454859124733,2003-07-31,8
2409.1,0,560.11,11.2115,4611,0.091,13.79,87,36.698,0,0,70.058,8,2003,2.665,1,0,2.1,0.88,0.7823,-122.056,300.07,41,0.288947383848375,10.4031329282085,4.33912002249423,35,4.76783576406419,0.311054605902381,10.7891369074623,2003-07-31,8
2405.1,0,527.73,12.24,4988,0.091,14.044,23,36.701,0,0,37.668,8,2003,2.629,1,0,2.546,0.88,0.7823,-122.052,305.52,22,0.333299735512065,11.9723448946582,5.20781480775275,153,2.92114848494615,0.231219354642626,9.04866847503552,2003-07-31,8
2421.1,0,536.44,11.689,4575,-1.554,12.803,18,36.699,1.358,0,121.353,9,2003,2.443,1,0,2.708,0.01,0.8692,-122.051,391.84,22,0.860765357729731,12.2198852956747,6.82810576297103,22,6.82810576297103,0.755673495931833,12.2198852956747,2003-08-31,9
622.2,2.3188,518.92,11.9735,2845,-1.554,12.046,23,36.701,0,0,233.069,9,2003,2.49,2,4,1.725,0.01,0.8692,-122.05,225.32,22,0.433413025714383,12.1790603660937,5.32629591823184,22,5.32629591823184,0.365143360998329,12.1790603660937,2003-08-31,9
2422.1,0,584.26,11.511,4345,-1.554,12.763,24,36.704,0,0,1982.338,9,2003,3.414,1,0,1.296,0.01,0.8692,-122.062,357.45,22,0.985101420759146,11.9894822029211,7.04528557218817,22,7.04528557218817,0.565748691991969,11.9894822029211,2003-08-31,9
2423.1,0,498.62,11.691,4120,-1.554,12.725,28,36.707,0,0,379.005,9,2003,3.264,1,0,0.887,0.01,0.8692,-122.064,320.39,22,0.779679339997045,12.5327866505317,7.35552778319538,75,4.00969102826914,0.514973157705472,9.52819006534317,2003-08-31,9
623.2,2.4242,475.05,17.07,2780,-1.554,12.014,36,36.712,0,0,123.243,9,2003,77.837,2,1,0.412,0.01,0.8692,-123.523,336.25,33,1.48713115530217,15.0667612128066,5.82341271000953,27,5.54289878342983,0.215787105280984,16.8466091455866,2003-08-31,9
2430.1,9.2308,575.155,12.237,2845,-1.554,12.051,20,36.731,0,0,1178.734,9,2003,1.217,1,4,0.433,0.01,0.8692,-122.012,298.98,34,0.291608814055136,11.6897574503195,5.41358165032495,53,4.57948528926018,0.231128336316149,10.674272851549,2003-08-31,9
2417.1,0,567.83,11.169,4615,-1.554,13.032,24,36.753,0,0,0,9,2003,0.782,1,0,0.575,0.01,0.8692,-122.201,357.55,22,0.328752496290157,11.2726972224321,5.99944969807825,22,5.99944969807825,0.418570398937804,11.2726972224321,2003-08-31,9
2416.1,0,593.715,11.376,4589,-1.554,13.069,20,36.754,0,0,0,9,2003,0.499,1,0,1.154,0.01,0.8692,-122.195,392.73,22,0.367531047945142,11.4409931565392,6.28398319321852,22,6.28398319321852,0.680647144185866,11.4409931565392,2003-08-31,9
625.2,2.0469,518.97,16.391,2889,0.414,11.936,31,36.33,0,0,0.473,10,2003,66.927,2,4,1.954,0.83,1.287,-122.9,348.44,24,0.897109036680534,15.5574539180221,5.40035399659729,22,5.21048599174581,0.394155402175774,15.9796175109908,2003-09-30,10
624.2,1.3043,484.16,14.8255,2785,0.414,11.975,35,36.336,0,0,7.591,10,2003,67.837,2,3,2.3,0.83,1.287,-122.91,340.11,24,1.13753770428684,15.0108353216722,5.8084782809563,22,5.69423171816149,0.231030223085449,15.5592514676504,2003-09-30,10
626.2,105.5528,545.95,10.061,2907,0.414,11.895,24,36.701,0,0,204.042,10,2003,2.977,2,179,1.696,0.83,1.287,-122.057,293.83,22,0.95887439260771,10.8899297594401,5.34301898276927,50,3.9810488864338,0.278636414192543,10.0450263994526,2003-09-30,10
2456.1,6.7039,445.53,13.7375,384,-0.763,10.383,29,36.697,0,0,45.797,11,2003,2.181,1,10,1.492,0.52,-0.1144,-122.05,241.13,23,0.415084386561271,13.9156212664928,4.51220076644009,25,4.41675198790717,0.206220978774957,13.7237762100613,2003-10-31,11
2457.1,29.1589,481.88,14.827,298,-0.763,10.351,41,36.698,0,0,16.991,11,2003,1.803,1,13,0.446,0.52,-0.1144,-122.043,244.26,32,0.571928528078158,13.8833169420094,4.52483113213945,22,4.3318719163949,0.223102974962038,14.929748784765,2003-10-31,11
2455.1,6.893,499.61,13.459,555,-0.763,10.416,38,36.699,0,0,20.153,11,2003,2.272,1,11,1.596,0.52,-0.1144,-122.05,283.52,42,0.410548514317121,12.789063216683,4.39608734266901,42,4.39608734266901,0.357100259856266,12.789063216683,2003-10-31,11
2466.1,0,495.55,13.552,-645,-1.635,9.758,98,36.696,3.81,0,0,12,2003,2.244,1,0,0.917,0.33,0.2244,-122.053,258.93,95,0.305745298526787,11.1138277455714,3.81412747526017,98,3.70020515585682,0.165985653963762,10.9048256140749,2003-11-30,12
2469.1,50.223,470.69,13.343,-488,-1.635,9.632,86,36.701,0,0.633,12.793,12,2003,3.7,1,122,2.429,0.33,0.2244,-122.069,224.67,73,0.154059972508988,12.0018738473958,3.94537669773097,194,1.16090916962523,0.281628752553096,8.90152890860189,2003-11-30,12
2468.1,17.1429,501.49,13.667,-531,-1.635,9.681,30,36.702,0,0,71.642,12,2003,2.706,1,4,0.233,0.33,0.2244,-122.052,NA,126.75,0.235286802744504,9.4991727793856,1.08503851849657,116,1.07291049619719,0.329737977895856,9.59470692973393,2003-11-30,12
2613.1,95.0495,536.495,13.643,-395,-2.242,9.579,96,36.696,0,3.81,375.211,13,2004,2.23,1,40,0.421,0.44,-1.1872,-122.053,289.96,104,0.361664770541818,12.2271868112095,4.47791955768714,43,4.57633714952378,0.176427507153518,12.0192286946665,2003-12-31,1
2614.1,7.8303,514.96,13.732,-386,-2.242,9.651,76,36.697,0.473,0,6.303,13,2004,1.755,1,20,2.554,0.44,-1.1872,-122.043,297.39,83,0.265978241879543,11.3832468806051,4.14396056116648,108,3.5253922682728,0.589605917962258,10.9557082357575,2003-12-31,1
2624.1,38.3643,498.22,13.366,960,-5.398,10.112,46,36.696,3.82,0,15.504,14,2004,3.765,1,86,2.242,0.81,-1.0142,-122.074,274.99,43,0.286029957992729,12.5771214327706,5.12325851714198,120,3.3035084555386,0.403788626181417,10.3518586136455,2004-01-31,2
2623.1,41.9616,462.77,13.38,869,-5.398,10.084,66,36.701,0,0,1.513,14,2004,3.061,1,82,1.954,0.81,-1.0142,-122.059,276.925,60,0.272942670587881,11.7292152856571,4.36111530101586,90,4.23141684608247,0.572900113646487,11.552923661545,2004-01-31,2
2625.1,55.7621,513.08,13.29,990,-5.398,10.14,54,36.701,0,0,3.404,14,2004,2.76,1,125,2.242,0.81,-1.0142,-122.054,262.1,48,0.552717290584425,12.2632833281489,5.06315216493589,99,4.77400573181197,0.599349991377305,12.7276268247881,2004-01-31,2
2494.1,0,501.49,11.588,-234,5.007,11.108,54,36.698,57.765,0,9.512,3,2004,2.083,1,0,1.842,0.61,0.3829,-122.047,263.095,39,0.450758522298447,10.9440985473139,4.5918873115313,89,3.35514074358118,0.435057740977719,10.8663169276793,2004-02-29,3
2495.1,0,504.07,11.3645,-236,5.007,11.146,32,36.703,0.539,0,0,3,2004,3.292,1,0,2.075,0.61,0.3829,-122.061,267.655,47,0.378397349398315,10.5997631848266,4.21579953532691,40,4.48990667546354,0.195856280363285,11.2913888677195,2004-02-29,3
2507.1,0,497.83,10.665,2696,0.078,12.056,52,36.694,31.924,0,4.604,4,2004,3.968,1,0,2.275,0.57,0.1252,-122.078,240.785,37,0.689514259323561,10.0866691823169,3.08831999064765,43,4.73939185813011,0.379896259775341,10.9682899010804,2004-03-31,4
2508.1,0,480.2,10.457,2703,0.078,12.096,69,36.718,1.129,0,0,4,2004,1.357,1,0,0.925,0.57,0.1252,-122.016,220.66,34,0.613224808100476,10.0455980805608,3.5963148585119,54,4.71209074946632,0.290565294250374,10.6377239158873,2004-03-31,4
674.2,0,526.44,13.3475,4269,1.529,13.855,68,35.919,0,0,3.453,5,2004,81.728,2,0,0.629,0.88,0.2074,-122.938,281.135,51,0.432724855471251,11.8431000037359,6.23111465300348,79,4.88904950276536,0.240994692166305,9.765951975435,2004-04-30,5
681.2,0,536.05,11.592,4532,1.529,14.036,36,36.567,0,0,0,5,2004,34.163,2,0,0.325,0.88,0.2074,-122.522,242.17,30,0.767059160867113,10.9826044224626,5.56988491671689,30,5.56988491671689,1.02400963437025,10.9826044224626,2004-04-30,5
682.2,0,552.29,9.5025,4660,1.529,14.07,21,36.696,5.333,0,56,5,2004,4.515,2,0,0.879,0.88,0.2074,-122.083,236.965,25,0.245177838232425,9.51265004443955,3.62556114988584,48,3.31697408670924,0.171648736702765,9.53336772480521,2004-04-30,5
686.2,14.8148,518.375,12.994,5590,0.547,14.262,48,36.329,0,0,50.323,6,2004,66.826,2,5,0.338,0.04,0.7765,-122.899,NA,43,0.906366413636898,11.3320675526978,5.63864785571175,44,5.54657728875047,0.34373949322384,11.0881207985143,2004-05-31,6
685.2,0,493.915,11.943,5242,0.547,14.223,38,36.33,0,0,45.283,6,2004,66.91,2,0,0.292,0.04,0.7765,-122.9,264.08,37,0.679159926927117,10.7605076350688,5.57324772743108,49,4.87643565761843,0.310105738448687,9.55541821870389,2004-05-31,6
688.2,17.28,496.64,13.5935,5339,0.547,14.316,44,36.573,0,0,46.294,6,2004,33.771,2,18,1.042,0.04,0.7765,-122.523,276.725,40,1.31247189722902,11.5322885243201,5.68030207319647,42,5.4734831637751,0.444548699612881,10.8350268808223,2004-05-31,6
683.2,0,499.41,9.691,5147,0.547,14.237,27,36.698,0.745,0,6.019,6,2004,2.133,2,0,1.937,0.04,0.7765,-122.048,198.295,22,0.438585672084205,10.0354724345375,4.02899848810293,22,4.02899848810293,0.557438030013117,10.0354724345375,2004-05-31,6
2524.1,0,486.83,9.764,4672,0.547,14.406,38,36.7,0,0,4.091,6,2004,2.898,1,0,1.55,0.04,0.7765,-122.058,184.16,24,0.57997902796002,9.8554914739155,4.65010499958985,45,4.34809858992341,0.520721722859053,10.7154346841104,2004-05-31,6
2523.1,2.0168,516.495,10.695,4697,0.547,14.362,20,36.703,0,0,80,6,2004,3.119,1,1,0.496,0.04,0.7765,-122.058,171.96,31,0.45114760788774,9.87161502427766,3.84078021283232,39,4.5918873115313,0.175436905015183,10.9440985473139,2004-05-31,6
2547.1,0,470.69,11.435,2235,-1.063,14.403,28,36.691,0,0,0.342,7,2004,2.145,1,0,2.646,0.44,0.4116,-122.057,143.2,22,0.283168931951435,11.1242780932466,3.61840683128826,71,2.89910454679934,0.20227426740881,8.95012887205668,2004-06-30,7
2543.1,0,501.99,11.338,2459,-1.063,14.441,21,36.699,36.185,0,5.545,7,2004,2.704,1,0,1.733,0.44,0.4116,-122.056,199.68,32,0.774471444241307,10.8659739408951,4.1794082717671,49,3.02338399585384,0.515956596938556,9.66103448740778,2004-06-30,7
2544.1,0,507.285,10.346,2369,-1.063,14.43,20,36.702,210.898,0,2.897,7,2004,2.505,1,0,1.617,0.44,0.4116,-122.05,202.01,22,0.428667079804492,10.6190924508433,4.26912062314562,35,3.53209288406738,0.248110810754732,10.0104804731481,2004-06-30,7
2561.1,0,515.945,10.707,1864,-0.766,13.565,47,36.695,0,0,130.385,8,2004,2.236,1,0,1.375,0.85,0.6854,-122.053,NA,22,0.258663024383101,11.699352814199,5.21342839187868,22,5.57923946070213,0.222792596606144,11.223683643519,2004-07-31,8
2558.1,0.3283,517.63,11.132,1910,-0.766,13.759,25,36.697,0,0,1.307,8,2004,3.1,1,1,3.046,0.85,0.6854,-122.064,211.04,22,0.612326854485921,11.6077807257008,5.6672300052556,31,4.278249302596,0.474958567023943,10.9586050294531,2004-07-31,8
2560.1,0,486.145,11.742,1945,-0.766,13.599,32,36.698,0,0,38.54,8,2004,2.386,1,0,2.146,0.85,0.6854,-122.052,261.9,23,0.388479989366992,11.8664165550515,5.1828348964389,42,2.95066324728642,0.291703588927264,10.1817134709863,2004-07-31,8
2559.1,0,462.32,11.467,1947,-0.766,13.664,41,36.701,0,0,6.188,8,2004,2.911,1,0,2.112,0.85,0.6854,-122.057,243.81,22,0.440478184045489,11.7089231756746,4.26371135214734,22,4.26912062314562,0.359503953802075,10.6190924508433,2004-07-31,8
2557.1,0,501.59,10.739,1946,-0.766,13.79,53,36.701,0.64,0,5.091,8,2004,2.255,1,0,1.837,0.85,0.6854,-122.047,246.685,22,0.294334664267013,11.223683643519,5.57923946070213,41,4.02892617499456,0.322905302757455,9.09220799048634,2004-07-31,8
2574.1,0,573.075,13.331,1487,0.674,12.328,96,36.594,2.308,0,4.615,9,2004,8.846,1,0,0.621,0.75,0.3764,-122.141,295.61,33,0.516317267878239,12.2619257131365,4.51068871967519,23,5.09362665574988,0.231395239504797,11.5162242124941,2004-08-31,9
2571.1,0,563.08,12.006,1351,0.674,12.607,21,36.698,3.738,0,11.2,9,2004,2.305,1,0,1.746,0.75,0.3764,-122.051,298.88,32,0.436921186853416,11.6037885920061,4.11128528457007,65,2.94776728833287,0.258601022168655,9.9858318655361,2004-08-31,9
2572.1,0,564.36,11.8245,1304,0.674,12.568,53,36.703,0,0,37.183,9,2004,3.41,1,0,1.504,0.75,0.3764,-122.062,267.36,22,0.310668403127007,11.9131962756601,4.20502605954543,26,4.82090060035051,0.177907120660952,11.4641197077498,2004-08-31,9
2570.1,0,563.13,12.9025,1361,0.674,12.647,43,36.709,0,1.836,0,9,2004,2.591,1,0,2.158,0.75,0.3764,-122.036,310.97,45,0.280805950249532,11.7289036835171,4.12337051441441,49,4.28969012952868,0.206196503532653,10.0824713004001,2004-08-31,9
748.2,0,493.77,16.412,1727,-2.109,11.666,36,35.774,0,0,0,10,2004,83.498,2,0,0.362,-0.11,0.0429,-122.837,258.98,50,1.19835836282696,12.5462094333086,4.20521781647845,50,4.20521781647845,0.315168499355482,12.5462094333086,2004-09-30,10
747.2,129.2308,506.54,15.518,1675,-2.109,11.704,31,35.78,0,0,192,10,2004,83.429,2,42,0.325,-0.11,0.0429,-122.843,262.7,27,1.04931356333632,15.3100184152279,5.72542137284754,44,5.27898071164486,0.254177706389543,12.3164258193406,2004-09-30,10
750.2,2.7586,544.37,13.494,1910,-2.109,11.621,16,36.252,0,0,0,10,2004,40.135,2,1,0.363,-0.11,0.0429,-122.597,224.82,28,0.705347212101549,13.1008634165588,5.16215496307934,29,5.0679906217676,0.382195375769041,12.9236937727111,2004-09-30,10
2584.1,0,539.22,13.249,1539,-2.109,11.257,49,36.704,2.832,36.341,17.493,10,2004,2.647,1,0,2.017,-0.11,0.0429,-122.048,298.48,42,0.561292547167724,12.1517668617031,4.6825250128694,42,4.30061311548533,0.441643704999423,12.0323565747231,2004-09-30,10
2585.1,0,458.71,14.214,1291,-2.109,11.179,31,36.714,5.106,0,11.481,10,2004,2.555,1,0,1.708,-0.11,0.0429,-122.033,284.26,107,0.309687190327713,11.0720229347902,3.6124887784952,34,4.01725869613187,0.209664230983814,11.4704484656951,2004-09-30,10
762.2,15.5676,497.43,14.734,796,4.444,10.252,40,36.324,0,0,0,11,2004,66.073,2,12,0.771,-0.63,-0.4418,-122.89,258.63,34,0.874669478988524,13.3436658131507,5.14220811784166,33,5.20276871036374,0.253562808195253,13.5564554119599,2004-10-31,11
763.2,77.037,485.84,14.783,814,4.444,10.222,41,36.33,0,0,71.642,11,2004,66.953,2,26,0.337,-0.63,-0.4418,-122.9,268.65,36,0.645130069993105,13.8134014585124,4.96543171127453,34,5.18764115555925,0.397286100060151,14.1320058585095,2004-10-31,11
764.2,48.5714,494.46,14.669,958,4.444,10.193,37,36.33,0,0,99.692,11,2004,66.868,2,17,0.35,-0.63,-0.4418,-122.899,298.38,35,0.902218386434067,13.0480983195641,4.79471066335089,33,4.99938362732467,0.420548412169988,13.4899513885546,2004-10-31,11
765.2,13.211,560.105,13.784,1198,4.444,10.145,39,36.572,0,0,47.273,11,2004,33.813,2,6,0.454,-0.63,-0.4418,-122.522,291.35,27,0.785363854585256,13.4285212269959,4.14381074806835,26,4.22896131823477,0.335664593248122,13.6208077694529,2004-10-31,11
761.2,0,551.99,14.684,776,4.444,10.249,41,36.697,0,0,0,11,2004,3.564,2,0,1.808,-0.63,-0.4418,-122.071,298.09,33,0.414561069524395,14.0098688309296,5.13456077326639,31,5.31929993460322,0.362472238441989,14.2193902153467,2004-10-31,11
766.2,0.8571,545.01,13.232,1284,4.444,10.109,28,36.699,0,0,4.683,11,2004,2.708,2,2,2.333,-0.63,-0.4418,-122.057,323.16,22,0.404478980725631,13.5264073264502,4.75356981883477,22,4.75356981883477,0.296082969060811,13.5264073264502,2004-10-31,11
2609.1,42.8194,520.65,13.029,1310,0.037,9.554,71,36.697,0,0,3.791,12,2004,2.515,1,81,1.892,-0.17,-0.9852,-122.056,306.315,120,0.38600172721351,10.3518586136455,3.3035084555386,27,5.12899091098044,0.271583177950837,13.1002502466925,2004-11-30,12
2608.1,26.0465,509.615,12.875,1313,0.037,9.565,88,36.7,0,0,8.96,12,2004,2.564,1,56,2.15,-0.17,-0.9852,-122.052,295.11,89,0.417332831270809,11.6134249946292,4.28288238327859,22,4.20502605954543,0.207810052827213,11.9131962756601,2004-11-30,12
2777.1,0,558.87,12.97,72,4.121,9.545,69,36.696,314.182,0,1.27,13,2005,2.404,1,0,1.738,1.03,-0.0218,-122.054,264.88,66,0.510438051990738,11.4400260691741,4.25854759522614,63,3.3881477403595,0.811730009802472,11.0180505937708,2004-12-31,1
2776.1,0,535.505,13.093,-16,4.121,9.525,40,36.718,0,0,20.677,13,2005,2.515,1,0,1.883,1.03,-0.0218,-122.071,273.305,73,0.318471246446823,11.2908087710766,3.94540203565176,41,3.53231361232391,0.397396333051944,11.2173581658153,2004-12-31,1
2792.1,0,594.75,11.4655,2146,2.257,10.287,29,36.782,27.578,0,0,14,2005,1.244,1,0,1.904,0.66,-0.5221,-122.016,244.65,23,0.430341199188667,11.5438404731693,5.02696935687639,37,4.10050430035137,0.597432595655768,11.0970377446015,2005-01-31,2
835.2,0,464.65,14.139,380,-0.002,11.622,50,36.325,0,0,12.857,3,2005,67.642,2,0,0.296,1.36,-0.9578,-122.908,285.445,44,0.411254577973076,13.3448791779557,5.2288978560228,44,5.2288978560228,0.242828541461524,13.3448791779557,2005-02-28,3
837.2,2.5,450.335,14.038,916,-0.002,11.696,45,36.33,0,0,2.286,3,2005,66.944,2,3,1.2,1.36,-0.9578,-122.9,281.33,47,0.510353344179874,12.7435628672002,4.91809346456902,46,4.98781482997355,0.297260876985362,12.8634751714645,2005-02-28,3
836.2,262.7586,457.22,13.921,689,-0.002,11.656,57,36.332,0,0,34.667,3,2005,67.219,2,127,0.483,1.36,-0.9578,-122.903,282.03,58,0.431749272911594,12.2907311062945,4.65648289823763,57,4.71901496221163,0.275776781086167,12.388731980759,2005-02-28,3
838.2,5.8896,481.29,13.7605,988,-0.002,11.733,50,36.57,0,0,0,3,2005,34.23,2,12,2.038,1.36,-0.9578,-122.526,271.37,32,0.46134003127406,13.2521734654708,5.78875832270122,64,4.91276742817717,0.198076545960411,10.9737120124083,2005-02-28,3
2636.1,2.0557,499.71,13.9875,-201,-0.002,11.108,98,36.697,0,0,28.989,3,2005,2.269,1,4,1.946,1.36,-0.9578,-122.051,267.26,73,0.430357410686536,11.2364195967966,4.18877040413286,52,4.77077224891558,0.566862148336496,12.6206536490223,2005-02-28,3
2637.1,6.3158,492.575,13.982,-139,-0.002,11.147,84,36.7,0,0,12.361,3,2005,2.858,1,10,1.583,1.36,-0.9578,-122.057,243.02,56,0.47148427916316,12.2472450783754,4.03473639122212,43,5.12325851714198,0.673027110831882,12.5771214327706,2005-02-28,3
834.2,0.398,494.46,14.249,275,-0.002,11.579,57,36.701,0,0,22.241,3,2005,2.493,2,1,2.513,1.36,-0.9578,-122.05,271.42,61,0.387883983940778,12.3225083390074,4.57900857133777,60,4.63406190909743,0.243190623391029,12.4101623342197,2005-02-28,3
839.2,0,451.575,13.787,966,-0.002,11.771,50,36.702,33.645,0,2.236,3,2005,2.429,2,0,1.562,1.36,-0.9578,-122.047,240.435,49,0.441052220900938,11.8225675339444,4.14094214622622,34,4.97082051057752,0.284134449800961,13.1572260004889,2005-02-28,3
2635.1,4.559,517.73,13.929,-134,-0.002,11.07,74,36.721,0,0,1,3,2005,2.062,1,14,3.071,1.36,-0.9578,-122.023,262.2,66,0.317530173127434,11.9833288947902,4.6340489585122,75,4.46074417902469,0.532604651994667,11.9358932413042,2005-02-28,3
841.2,0,487.13,13.908,1639,0.287,12.204,98,35.501,0,0,4.138,4,2005,177.494,2,0,0.3,1.03,-1.2814,-123.866,NA,90,0.381504568704088,11.5600396020653,5.09393878090913,113,4.26022751701463,0.176595984144115,9.84994051085491,2005-03-31,4
846.2,10,528.57,13.2345,2155,0.287,12.372,62,36.382,4,0,32.542,4,2005,46.512,2,3,0.3,1.03,-1.2814,-122.666,291.64,60,0.432395214522126,12.2082502897182,5.21563937482439,61,5.12512301455963,0.393516470461177,12.1094198018785,2005-03-31,4
2645.1,0,530.7,9.8925,3981,0.287,12.73,47,36.704,1.429,0,13.612,4,2005,2.3,1,0,1.921,1.03,-1.2814,-122.042,183.76,37,0.743086334457726,9.50463947456849,3.54377194164736,48,5.06315216493589,0.620381906725461,12.2632833281489,2005-03-31,4
2650.1,0,535.26,10.514,3970,0.287,13.036,20,36.712,0,0,0,4,2005,5.184,1,0,1.508,1.03,-1.2814,-122.187,242.275,22,0.643164410478382,10.6218852176276,5.37908311700473,62,4.82071186009082,0.427549768532755,12.3605745352687,2005-03-31,4
2651.1,0,545.455,10.81,3620,0.287,13.11,44,36.712,0,0,17.419,4,2005,5.138,1,0,0.713,1.03,-1.2814,-122.186,276.28,40,0.422297515354088,10.3007718229266,5.45822083415339,43,5.4518767021292,0.348952403582925,13.4982599204586,2005-03-31,4
2652.1,0,508.03,10.798,3620,0.287,13.117,31,36.745,0,0,0,4,2005,4.431,1,0,0.458,1.03,-1.2814,-122.273,261.71,22,0.535920114237809,11.0640005150971,5.89674608469983,71,3.58136751059841,0.526482579167924,11.0764387905804,2005-03-31,4
2662.1,0,487.53,10.446,2816,-2.468,13.602,26,36.691,5.116,0,0,5,2005,1.745,1,0,2.721,1.86,-0.4091,-122.051,219.17,22,0.214327907983684,11.4045860083822,5.23040529702162,51,4.21649346899423,0.29141051301109,9.92651121467485,2005-04-30,5
2664.1,0,538.325,11.316,2052,-2.468,13.762,26,36.697,12.169,0,0,5,2005,2.219,1,0,1.683,1.86,-0.4091,-122.051,212.03,24,0.194573672250313,11.4636524929145,5.60171686216257,22,4.58884996020829,0.27576785853117,10.4958191352003,2005-04-30,5
2661.1,0,500.01,10.6145,2882,-2.468,13.569,20,36.699,19.579,0,3.799,5,2005,2.085,1,0,2.012,1.86,-0.4091,-122.046,223.58,17,0.249544659325727,11.8970507770925,5.75658276644064,22,5.89674608469983,0.333354415461826,11.0640005150971,2005-04-30,5
2665.1,0,490.4,11.637,1826,-2.468,13.793,30,36.7,0.63,0,1.24,5,2005,2.512,1,0,1.838,1.86,-0.4091,-122.051,265.87,24,0.315199559885093,11.9923667059746,5.89152026099459,19,5.20614232738743,0.204675409351706,11.2025239779729,2005-04-30,5
